customer_id,age,gender,income,subscription_type,avg_watch_time,complaints,feedback_score,churn
CUST02315,22,Male,104475,Standard,3.93,1,5,0
CUST02316,64,Male,132531,Premium,1.95,3,4,0
CUST02317,39,Female,70302,Premium,0.51,0,2,1
CUST02318,64,Female,35624,Basic,2.22,0,2,1
CUST02319,51,Female,87271,Basic,1.18,1,2,0
CUST02320,18,Male,44315,Standard,3.05,4,2,0
CUST02321,43,Female,37422,Standard,1.77,2,5,0
CUST02322,60,Male,59137,Premium,0.23,5,1,1
CUST02323,27,Female,92663,Standard,2.51,3,4,0
CUST02324,47,Male,121216,Basic,2.21,3,2,1
CUST02325,67,Female,68232,Standard,1.7,1,4,0
CUST02326,35,Male,139528,Standard,0.96,3,5,0
CUST02327,34,Male,145420,Premium,3.79,1,1,1
CUST02328,43,Female,98142,Basic,1.55,1,2,1
CUST02329,25,Female,52743,Premium,2.9,6,1,1
CUST02330,64,Male,119546,Basic,1.54,3,2,1
CUST02331,57,Female,35636,Basic,2.68,1,2,1
CUST02332,66,Male,110884,Premium,2.05,1,3,0
CUST02333,29,Female,30108,Standard,2.03,2,4,0
CUST02334,44,Female,93634,Premium,1.17,0,1,1
CUST02335,25,Male,56180,Standard,2.53,1,4,0
CUST02336,42,Female,38883,Premium,3.41,1,4,0
CUST02337,63,Female,64400,Premium,0.97,0,4,0
CUST02338,21,Male,65999,Standard,1.17,2,1,0
CUST02339,50,Male,67951,Standard,4.94,1,2,1
CUST02340,18,Female,27160,Standard,1.0,1,2,0
CUST02341,36,Male,75262,Premium,1.45,2,2,0
CUST02342,48,Female,39929,Standard,3.38,0,2,1
CUST02343,33,Female,103133,Standard,3.41,0,2,1
CUST02344,31,Male,31123,Standard,-0.43,1,2,1
CUST02345,65,Male,135106,Basic,2.77,2,5,0
CUST02346,22,Male,48357,Standard,1.8,2,5,1
CUST02347,58,Male,90496,Standard,1.85,0,2,1
CUST02348,43,Male,53556,Standard,3.17,1,1,0
CUST02349,45,Male,103791,Basic,1.65,1,4,1
CUST02350,19,Female,81934,Basic,1.49,2,4,1
CUST02351,67,Female,98886,Standard,1.68,0,1,0
CUST02352,23,Male,50881,Standard,1.65,0,5,0
CUST02353,26,Female,38409,Standard,2.35,2,4,0
CUST02354,50,Female,75416,Standard,3.32,3,5,0
CUST02355,58,Female,118171,Basic,2.43,3,3,0
CUST02356,42,Female,87982,Standard,1.99,0,4,0
CUST02357,65,Male,142117,Basic,2.55,2,3,0
CUST02358,30,Female,50657,Premium,2.78,2,3,0
CUST02359,26,Female,106743,Basic,2.58,0,3,0
CUST02360,30,Male,68951,Premium,1.33,0,3,1
CUST02361,48,Male,28752,Basic,2.42,1,2,1
CUST02362,58,Male,137339,Basic,-0.12,0,2,0
CUST02363,28,Male,33440,Basic,3.53,1,1,1
CUST02364,21,Female,64864,Standard,3.53,2,4,1
CUST02365,51,Male,69691,Basic,2.89,0,1,1
CUST02366,55,Female,92035,Standard,3.25,2,3,1
CUST02367,63,Female,106675,Basic,1.93,2,1,1
CUST02368,21,Male,100303,Basic,1.25,1,2,1
CUST02369,55,Male,42343,Premium,0.75,1,5,0
CUST02370,36,Male,113248,Basic,3.01,2,5,0
CUST02371,23,Male,39673,Standard,1.25,1,5,0
CUST02372,51,Male,79954,Premium,1.63,0,5,0
CUST02373,35,Male,74698,Premium,2.22,4,5,1
CUST02374,30,Female,115024,Basic,1.96,1,4,0
CUST02375,58,Female,46520,Basic,2.26,4,3,1
CUST02376,40,Female,129641,Premium,0.19,3,2,1
CUST02377,36,Female,134123,Standard,1.77,2,5,0
CUST02378,62,Male,35784,Basic,2.82,2,4,1
CUST02379,28,Male,137446,Premium,1.57,2,2,1
CUST02380,18,Female,58079,Standard,1.14,0,5,0
CUST02381,41,Female,64220,Basic,2.95,2,3,0
CUST02382,24,Female,40491,Premium,1.58,3,1,1
CUST02383,42,Male,132878,Premium,2.18,1,3,0
CUST02384,38,Male,136583,Basic,1.79,0,3,1
CUST02385,32,Male,68720,Standard,2.0,1,5,0
CUST02386,18,Female,120804,Standard,3.53,1,1,1
CUST02387,29,Female,34718,Premium,2.57,3,1,1
CUST02388,24,Male,55597,Standard,0.78,1,2,0
CUST02389,32,Male,81217,Premium,1.63,2,4,0
CUST02390,38,Female,118351,Basic,1.59,2,2,1
CUST02391,36,Female,120668,Standard,2.22,2,5,0
CUST02392,46,Male,46832,Basic,2.91,1,1,0
CUST02393,42,Female,74818,Premium,2.03,1,3,0
CUST02394,50,Male,117398,Basic,2.0,2,3,0
CUST02395,66,Male,32864,Standard,-0.23,1,4,0
CUST02396,49,Female,108378,Basic,3.32,2,5,0
CUST02397,66,Female,143633,Standard,1.83,2,5,0
CUST02398,52,Female,28177,Standard,2.26,2,2,1
CUST02399,61,Male,66115,Standard,2.26,4,1,0
CUST02400,55,Female,142318,Standard,1.23,0,1,0
CUST02401,43,Female,126235,Standard,1.76,2,4,0
CUST02402,28,Male,76210,Premium,1.22,0,3,0
CUST02403,52,Male,71954,Basic,3.38,2,2,1
CUST02404,25,Female,131145,Premium,-0.22,1,4,0
CUST02405,63,Male,31844,Basic,1.05,1,1,1
CUST02406,31,Male,94130,Basic,1.68,2,2,1
CUST02407,27,Male,33418,Basic,3.5,2,5,1
CUST02408,19,Female,54854,Premium,2.71,2,3,0
CUST02409,63,Female,108644,Standard,0.36,0,1,0
CUST02410,26,Male,95955,Standard,1.88,2,1,1
CUST02411,20,Male,108075,Premium,2.72,2,4,0
CUST02412,38,Male,129906,Standard,4.23,2,3,0
CUST02413,43,Female,63950,Basic,1.66,0,1,1
CUST02414,25,Male,85227,Standard,0.82,3,1,1
CUST02415,65,Male,32835,Standard,2.32,1,1,0
CUST02416,19,Female,37533,Standard,1.96,2,4,0
CUST02417,23,Male,134750,Basic,2.46,6,1,1
CUST02418,45,Female,115051,Standard,2.69,1,4,0
CUST02419,46,Female,121457,Standard,2.32,1,5,0
CUST02420,43,Female,127504,Standard,2.53,2,5,0
CUST02421,42,Male,107858,Premium,3.64,0,5,0
CUST02422,29,Male,30223,Premium,1.71,1,5,0
CUST02423,22,Female,144202,Standard,0.78,3,2,0
CUST02424,51,Male,30273,Premium,2.31,0,2,1
CUST02425,65,Female,53519,Premium,0.72,2,5,0
CUST02426,54,Male,44160,Basic,0.88,0,5,0
CUST02427,32,Female,147024,Premium,1.18,0,3,0
CUST02428,61,Female,94385,Premium,0.75,1,1,1
CUST02429,53,Male,144540,Standard,3.17,3,3,0
CUST02430,32,Male,135388,Basic,2.05,4,3,1
CUST02431,60,Male,111192,Basic,2.71,0,3,0
CUST02432,65,Male,68988,Basic,2.51,4,3,1
CUST02433,40,Female,30348,Premium,1.79,2,3,0
CUST02434,23,Female,103460,Standard,2.96,0,3,0
CUST02435,63,Male,137720,Basic,1.52,1,5,0
CUST02436,67,Male,124471,Basic,1.83,1,3,0
CUST02437,61,Female,124668,Premium,1.29,3,2,1
CUST02438,60,Male,87519,Basic,3.4,1,1,1
CUST02439,62,Male,110426,Standard,1.89,1,2,0
CUST02440,38,Male,34629,Basic,2.6,1,4,0
CUST02441,40,Male,69056,Standard,1.42,1,2,1
CUST02442,60,Female,31273,Standard,2.85,1,4,0
CUST02443,33,Female,140484,Standard,2.77,2,5,0
CUST02444,64,Male,117275,Premium,0.37,2,4,0
CUST02445,32,Female,60416,Premium,2.0,0,3,0
CUST02446,42,Male,27894,Standard,2.12,3,3,0
CUST02447,53,Male,66073,Standard,1.7,3,3,0
CUST02448,28,Male,65693,Basic,3.38,1,4,0
CUST02449,68,Female,71466,Basic,0.78,0,4,0
CUST02450,32,Female,44343,Basic,1.55,1,4,0
CUST02451,21,Female,63095,Premium,1.15,2,1,0
CUST02452,38,Female,51174,Basic,3.03,2,1,1
CUST02453,30,Female,70801,Standard,0.97,3,1,0
CUST02454,39,Male,142388,Standard,0.17,3,3,1
CUST02455,36,Male,129715,Premium,2.43,2,5,1
CUST02456,51,Female,92436,Premium,1.86,2,2,1
CUST02457,31,Female,134441,Basic,3.04,2,1,1
CUST02458,21,Female,89336,Premium,2.81,1,2,1
CUST02459,65,Male,120782,Standard,1.96,0,1,1
CUST02460,69,Female,146947,Standard,0.56,2,4,0
CUST02461,63,Male,128271,Premium,0.8,1,4,0
CUST02462,44,Male,62926,Standard,0.23,1,3,0
CUST02463,46,Female,92590,Premium,1.86,0,3,0
CUST02464,64,Male,58827,Standard,1.34,0,2,0
CUST02465,45,Male,128263,Basic,1.82,3,3,0
CUST02466,52,Female,64775,Premium,2.17,1,5,0
CUST02467,25,Male,61201,Premium,3.9,0,5,0
CUST02468,33,Female,49373,Premium,2.58,4,5,1
CUST02469,59,Male,47525,Standard,2.07,1,3,0
CUST02470,53,Female,147716,Basic,0.44,1,1,1
CUST02471,47,Female,124513,Premium,2.03,2,2,1
CUST02472,35,Male,92651,Standard,2.88,0,2,1
CUST02473,19,Female,149401,Premium,2.39,3,2,1
CUST02474,66,Male,116643,Standard,0.95,3,1,0
CUST02475,30,Male,50486,Basic,1.62,1,3,0
CUST02476,21,Female,98604,Standard,2.07,1,1,0
CUST02477,43,Male,38640,Standard,1.59,1,4,0
CUST02478,42,Female,117694,Premium,1.38,1,1,1
CUST02479,47,Male,81455,Standard,-0.15,2,3,0
CUST02480,28,Male,56136,Premium,1.23,0,1,1
CUST02481,24,Female,82425,Standard,2.25,2,3,0
CUST02482,48,Male,76539,Basic,2.88,1,1,1
CUST02483,61,Male,101664,Standard,2.08,1,1,1
CUST02484,27,Male,44942,Premium,3.06,0,2,1
CUST02485,56,Male,88363,Standard,1.92,1,2,1
CUST02486,30,Male,78596,Standard,1.12,0,2,1
CUST02487,48,Male,101526,Basic,1.53,2,3,0
CUST02488,24,Male,55255,Premium,2.5,4,5,1
CUST02489,66,Male,82129,Basic,1.73,1,5,0
CUST02490,59,Female,105523,Standard,1.36,2,5,0
CUST02491,59,Male,138209,Basic,0.44,1,5,0
CUST02492,53,Male,131651,Standard,1.11,1,3,0
CUST02493,37,Female,82286,Standard,1.6,1,2,1
CUST02494,21,Female,106437,Basic,1.42,0,2,0
CUST02495,24,Female,36277,Basic,1.03,2,2,1
CUST02496,18,Male,21643,Standard,3.56,1,3,0
CUST02497,61,Female,135900,Basic,2.6,0,1,1
CUST02498,62,Female,43729,Basic,4.19,2,4,0
CUST02499,59,Male,106623,Standard,0.39,2,3,0
CUST02500,64,Male,41818,Premium,2.31,1,1,1
CUST02501,30,Female,85555,Basic,1.57,1,2,1
CUST02502,39,Female,118979,Basic,2.02,2,2,1
CUST02503,38,Male,73629,Premium,3.85,2,5,1
CUST02504,39,Male,135296,Basic,0.26,1,5,0
CUST02505,45,Male,75438,Standard,1.43,0,1,0
CUST02506,26,Male,134749,Basic,1.25,2,4,1
CUST02507,43,Male,29457,Standard,1.43,1,1,1
CUST02508,26,Female,79629,Premium,-0.11,3,1,1
CUST02509,32,Male,53922,Premium,3.29,0,4,0
CUST02510,27,Male,29820,Premium,3.33,0,1,0
CUST02511,41,Male,52750,Basic,2.58,0,1,1
CUST02512,59,Male,128122,Premium,0.66,5,3,1
CUST02513,25,Male,122020,Basic,2.28,0,4,1
CUST02514,41,Female,123546,Basic,2.87,2,2,1
CUST02515,33,Male,140247,Basic,2.39,1,5,1
CUST02516,66,Female,57790,Premium,1.95,2,2,1
CUST02517,43,Male,108405,Premium,3.41,1,2,1
CUST02518,44,Female,136130,Basic,1.29,2,5,0
CUST02519,54,Female,54421,Premium,1.83,1,5,0
CUST02520,21,Male,88038,Basic,2.63,3,1,1
CUST02521,67,Male,137957,Premium,2.32,2,4,0
CUST02522,41,Male,102201,Standard,2.56,0,5,0
CUST02523,36,Male,82325,Premium,2.53,4,4,1
CUST02524,53,Male,45600,Premium,2.52,1,1,1
CUST02525,56,Female,49394,Premium,1.64,7,2,1
CUST02526,27,Male,99622,Basic,1.3,0,5,0
CUST02527,42,Male,56171,Basic,2.14,3,5,0
CUST02528,35,Female,119539,Standard,3.51,2,1,1
CUST02529,36,Male,81526,Standard,1.98,5,4,1
CUST02530,53,Female,139448,Standard,2.6,0,4,0
CUST02531,27,Male,33149,Basic,2.11,3,3,0
CUST02532,50,Female,50394,Standard,4.03,1,2,1
CUST02533,67,Male,34396,Standard,1.86,1,3,0
CUST02534,22,Female,43324,Premium,2.6,0,4,0
CUST02535,64,Female,67198,Standard,1.28,1,3,0
CUST02536,66,Male,102705,Premium,0.88,2,4,0
CUST02537,52,Male,132168,Basic,1.99,0,5,0
CUST02538,61,Male,133810,Basic,3.18,1,1,1
CUST02539,51,Female,129813,Premium,2.63,2,3,0
CUST02540,50,Female,111779,Standard,-0.09,1,5,0
CUST02541,38,Female,145888,Basic,2.73,1,5,0
CUST02542,34,Male,51016,Premium,0.47,1,1,0
CUST02543,39,Male,23194,Basic,2.84,2,1,1
CUST02544,65,Female,52398,Basic,2.54,0,5,0
CUST02545,54,Male,24789,Standard,1.85,4,5,1
CUST02546,32,Female,105695,Basic,2.73,0,3,0
CUST02547,52,Male,84967,Premium,1.74,2,3,1
CUST02548,45,Male,128942,Standard,2.15,3,2,1
CUST02549,24,Female,81134,Premium,0.56,2,2,0
CUST02550,49,Male,149969,Premium,1.74,2,5,0
CUST02551,28,Male,90886,Premium,2.92,2,2,0
CUST02552,27,Male,118837,Standard,0.67,1,5,0
CUST02553,26,Male,44977,Basic,2.82,1,1,1
CUST02554,31,Male,121967,Premium,-0.02,2,1,1
CUST02555,30,Female,20129,Basic,0.81,0,3,1
CUST02556,42,Male,79683,Basic,1.69,1,4,1
CUST02557,19,Female,65331,Premium,2.15,2,5,0
CUST02558,52,Male,137647,Basic,1.43,0,3,1
CUST02559,24,Male,54626,Standard,1.4,0,2,1
CUST02560,38,Female,68503,Standard,3.11,0,5,0
CUST02561,35,Female,47549,Basic,3.19,2,3,0
CUST02562,20,Male,32342,Basic,1.58,0,2,0
CUST02563,59,Male,56417,Standard,1.61,1,5,0
CUST02564,56,Female,96514,Basic,1.71,1,3,0
CUST02565,58,Female,72249,Basic,4.22,0,4,0
CUST02566,66,Female,72664,Basic,2.02,2,3,1
CUST02567,28,Female,123164,Basic,3.57,1,5,0
CUST02568,56,Male,127716,Premium,2.73,2,2,1
CUST02569,41,Male,28833,Basic,1.9,1,5,0
CUST02570,63,Male,80658,Standard,1.35,4,5,1
CUST02571,36,Male,132439,Premium,2.78,3,3,0
CUST02572,21,Male,119027,Premium,1.21,3,5,1
CUST02573,43,Female,148189,Standard,1.61,4,1,1
CUST02574,55,Female,49473,Basic,2.66,0,4,1
CUST02575,59,Female,20737,Premium,1.76,1,2,1
CUST02576,49,Male,114965,Premium,1.61,2,4,0
CUST02577,56,Female,66647,Basic,1.69,4,3,0
CUST02578,62,Male,84054,Basic,1.31,1,3,0
CUST02579,63,Male,21299,Standard,2.45,0,1,1
CUST02580,53,Male,83281,Premium,2.04,0,3,0
CUST02581,57,Female,138168,Basic,0.64,1,3,0
CUST02582,54,Male,85875,Basic,1.51,1,3,0
CUST02583,50,Male,52920,Standard,1.63,2,4,0
CUST02584,53,Female,74836,Premium,1.63,2,1,0
CUST02585,20,Male,62381,Basic,2.6,2,5,0
CUST02586,26,Female,132059,Standard,1.3,0,2,0
CUST02587,25,Male,134286,Premium,4.7,1,1,1
CUST02588,50,Female,104971,Premium,3.39,1,4,0
CUST02589,23,Male,118730,Premium,3.38,3,5,0
CUST02590,58,Male,76298,Premium,0.97,3,5,0
CUST02591,56,Female,44509,Standard,-0.03,3,2,0
CUST02592,21,Male,146438,Basic,1.66,2,5,0
CUST02593,30,Female,141035,Premium,2.29,2,1,1
CUST02594,66,Male,62095,Premium,1.84,1,5,0
CUST02595,19,Female,71524,Basic,1.47,2,4,1
CUST02596,22,Male,142814,Premium,0.26,1,5,1
CUST02597,61,Male,129825,Premium,1.33,2,4,0
CUST02598,44,Male,135637,Basic,1.76,0,5,0
CUST02599,49,Female,142383,Basic,1.5,1,2,0
CUST02600,38,Female,149974,Premium,1.5,2,1,0
CUST02601,25,Female,86909,Basic,1.2,1,4,1
CUST02602,55,Female,149006,Standard,3.65,0,5,1
CUST02603,25,Female,92618,Standard,2.71,1,3,0
CUST02604,67,Male,45532,Premium,2.96,1,3,0
CUST02605,20,Male,128197,Premium,2.27,2,1,0
CUST02606,61,Male,80285,Basic,0.66,1,4,0
CUST02607,20,Male,38866,Basic,2.74,0,2,1
CUST02608,39,Male,27593,Premium,3.35,1,2,1
CUST02609,23,Female,29495,Premium,3.49,3,1,1
CUST02610,19,Male,135058,Standard,2.62,0,2,1
CUST02611,40,Female,27837,Basic,2.0,6,5,1
CUST02612,61,Male,96708,Premium,2.0,2,1,0
CUST02613,19,Female,38680,Premium,2.52,1,4,0
CUST02614,55,Female,141722,Basic,0.36,0,2,1
CUST02615,34,Female,75476,Basic,2.64,0,5,1
CUST02616,52,Male,147678,Premium,1.51,3,2,1
CUST02617,51,Male,141830,Premium,4.21,1,1,1
CUST02618,40,Male,50346,Premium,1.7,2,1,1
CUST02619,47,Male,128621,Basic,2.19,2,2,1
CUST02620,69,Female,145846,Premium,2.14,2,1,1
CUST02621,25,Female,43412,Premium,1.31,0,3,0
CUST02622,39,Female,108399,Premium,2.46,1,1,0
CUST02623,61,Female,138833,Standard,2.34,1,4,0
CUST02624,53,Male,50804,Standard,3.02,0,2,1
CUST02625,22,Female,85206,Basic,2.72,0,3,0
CUST02626,30,Male,30934,Premium,2.19,2,2,1
CUST02627,46,Female,50723,Premium,1.18,4,1,1
CUST02628,48,Female,147968,Basic,1.21,6,3,0
CUST02629,64,Female,40405,Basic,3.66,1,2,1
CUST02630,33,Male,38748,Basic,2.09,4,1,1
CUST02631,59,Male,90766,Premium,4.08,1,1,1
CUST02632,47,Female,66413,Standard,1.18,0,2,0
CUST02633,33,Female,42354,Basic,4.19,2,2,1
CUST02634,29,Female,94490,Premium,1.06,1,2,1
CUST02635,34,Male,141988,Basic,1.56,2,3,0
CUST02636,33,Male,108675,Premium,2.44,1,3,0
CUST02637,29,Male,130558,Basic,3.0,1,4,0
CUST02638,25,Female,37388,Premium,2.68,1,3,0
CUST02639,37,Male,125361,Basic,0.09,2,1,0
CUST02640,20,Female,56523,Standard,1.43,0,3,0
CUST02641,33,Male,121150,Basic,0.85,2,2,1
CUST02642,47,Female,140950,Basic,0.62,2,2,1
CUST02643,62,Female,77693,Standard,1.98,0,3,0
CUST02644,40,Male,55732,Basic,-0.11,2,1,1
CUST02645,45,Female,61646,Standard,3.0,1,4,0
CUST02646,68,Female,41021,Premium,2.74,1,2,1
CUST02647,57,Female,113238,Standard,3.62,3,5,1
CUST02648,22,Male,130952,Standard,0.93,2,4,0
CUST02649,37,Female,121059,Premium,1.03,1,5,0
CUST02650,57,Male,146404,Standard,3.05,1,5,0
CUST02651,61,Male,72776,Standard,3.13,2,5,1
CUST02652,18,Female,39116,Premium,3.35,0,2,1
CUST02653,47,Male,92009,Basic,3.15,3,2,1
CUST02654,38,Female,132858,Basic,2.22,1,5,0
CUST02655,37,Male,108271,Standard,1.54,2,5,0
CUST02656,23,Female,119997,Basic,2.73,1,4,0
CUST02657,39,Male,96620,Basic,1.56,0,2,1
CUST02658,35,Female,64771,Standard,2.11,2,5,0
CUST02659,25,Female,48756,Premium,1.62,2,1,1
CUST02660,56,Female,102604,Basic,2.27,1,2,0
CUST02661,49,Female,114452,Standard,3.24,0,2,0
CUST02662,50,Male,22919,Premium,1.65,1,1,1
CUST02663,33,Male,43550,Basic,1.5,0,5,1
CUST02664,29,Female,56524,Premium,1.89,2,3,0
CUST02665,55,Male,74606,Standard,0.82,3,2,1
CUST02666,69,Female,88819,Premium,2.66,0,5,0
CUST02667,51,Female,90227,Premium,2.12,1,1,1
CUST02668,31,Male,43212,Standard,1.96,0,1,1
CUST02669,53,Male,60118,Basic,2.33,1,2,1
CUST02670,50,Female,48602,Basic,0.53,4,1,1
CUST02671,40,Male,37540,Premium,3.4,2,1,0
CUST02672,67,Female,55829,Premium,1.48,5,5,1
CUST02673,62,Male,76309,Premium,1.63,0,1,1
CUST02674,19,Male,85403,Premium,2.87,0,3,0
CUST02675,58,Male,91455,Basic,2.61,0,5,0
CUST02676,38,Male,42277,Standard,4.0,2,5,1
CUST02677,19,Male,139133,Standard,1.03,1,2,0
CUST02678,44,Female,79673,Standard,1.06,3,5,0
CUST02679,26,Male,141124,Premium,0.8,2,2,0
CUST02680,18,Male,37676,Premium,2.13,1,1,1
CUST02681,28,Female,62844,Standard,1.73,1,4,0
CUST02682,20,Female,84708,Basic,1.3,2,3,0
CUST02683,69,Female,29752,Standard,1.93,1,3,0
CUST02684,40,Male,101548,Basic,0.97,2,1,1
CUST02685,43,Male,94711,Premium,3.55,1,4,0
CUST02686,21,Female,60670,Standard,1.3,2,5,0
CUST02687,35,Female,87603,Standard,1.43,1,4,0
CUST02688,23,Female,51478,Premium,-0.39,3,5,0
CUST02689,52,Female,46439,Basic,0.35,2,5,0
CUST02690,39,Male,54747,Standard,1.41,2,5,0
CUST02691,60,Male,136424,Standard,1.69,4,4,1
CUST02692,32,Male,145332,Basic,2.72,1,1,1
CUST02693,39,Male,49810,Standard,0.5,4,5,1
CUST02694,54,Male,38302,Standard,2.45,0,1,1
CUST02695,69,Female,86236,Premium,2.62,3,5,0
CUST02696,59,Male,84467,Basic,2.68,0,1,1
CUST02697,29,Female,122350,Standard,3.04,3,1,0
CUST02698,64,Female,54841,Standard,0.84,4,1,1
CUST02699,66,Female,139349,Premium,2.54,0,2,1
CUST02700,59,Male,64713,Standard,3.77,3,4,0
CUST02701,55,Female,69546,Premium,3.4,2,5,0
CUST02702,35,Male,144836,Standard,3.89,0,5,0
CUST02703,62,Female,23048,Premium,2.24,3,2,1
CUST02704,52,Male,138140,Basic,1.41,2,1,1
CUST02705,47,Female,53290,Basic,-0.53,0,1,0
CUST02706,41,Male,78906,Standard,0.76,3,5,0
CUST02707,59,Female,96637,Standard,1.47,1,3,0
CUST02708,47,Female,49778,Premium,1.65,2,5,0
CUST02709,31,Female,47425,Premium,1.21,2,5,0
CUST02710,23,Female,127045,Basic,2.34,1,2,0
CUST02711,20,Male,103388,Standard,2.19,2,1,1
CUST02712,33,Male,140918,Premium,2.04,2,4,0
CUST02713,24,Male,110036,Basic,2.79,3,5,0
CUST02714,69,Female,78176,Basic,1.53,0,5,0
CUST02715,31,Female,32674,Premium,3.1,1,4,0
CUST02716,26,Female,82402,Standard,0.8,1,2,0
CUST02717,32,Female,108731,Basic,1.7,2,3,0
CUST02718,38,Female,136109,Premium,2.32,1,2,0
CUST02719,52,Female,109907,Basic,0.08,1,5,0
CUST02720,19,Male,53053,Standard,1.5,4,2,0
CUST02721,44,Male,137433,Premium,2.71,2,4,0
CUST02722,19,Male,31957,Standard,1.57,1,2,0
CUST02723,52,Male,92644,Standard,0.18,2,5,0
CUST02724,35,Male,73616,Basic,1.11,4,4,1
CUST02725,31,Male,133294,Standard,0.65,2,4,0
CUST02726,37,Male,37829,Basic,2.5,0,5,0
CUST02727,35,Male,25837,Premium,2.12,0,5,0
CUST02728,27,Female,84141,Premium,0.44,1,5,0
CUST02729,42,Female,35032,Basic,0.36,1,3,0
CUST02730,19,Female,119770,Basic,1.28,1,5,0
CUST02731,42,Female,46352,Basic,2.03,4,2,1
CUST02732,50,Female,50215,Standard,1.33,2,1,1
CUST02733,53,Female,76319,Premium,2.35,0,3,0
CUST02734,48,Female,146535,Premium,2.32,1,3,0
CUST02735,31,Male,94642,Standard,2.53,3,1,1
CUST02736,18,Male,61247,Basic,0.59,1,2,0
CUST02737,63,Female,114302,Premium,1.72,1,3,0
CUST02738,33,Male,149692,Standard,3.08,1,3,0
CUST02739,63,Male,63048,Basic,1.33,1,5,0
CUST02740,69,Male,139114,Premium,1.19,2,4,0
CUST02741,20,Male,124236,Basic,1.51,1,3,0
CUST02742,52,Male,95532,Standard,1.49,2,2,1
CUST02743,58,Female,86714,Premium,2.12,0,4,0
CUST02744,23,Male,55319,Basic,1.42,0,1,1
CUST02745,42,Female,139058,Basic,-0.02,3,3,0
CUST02746,30,Female,36025,Basic,3.19,2,2,1
CUST02747,51,Female,29780,Standard,2.51,0,1,1
CUST02748,25,Male,42706,Basic,2.15,1,5,0
CUST02749,38,Female,62916,Premium,1.91,2,5,0
CUST02750,51,Female,95503,Premium,1.68,0,4,0
CUST02751,21,Female,50856,Basic,1.2,2,1,0
CUST02752,42,Female,123166,Standard,0.12,2,4,0
CUST02753,32,Male,29179,Premium,3.63,2,1,1
CUST02754,21,Female,58623,Premium,2.02,3,1,1
CUST02755,62,Female,37587,Premium,0.39,1,5,0
CUST02756,29,Female,43733,Basic,0.97,2,4,0
CUST02757,49,Female,146210,Premium,2.3,0,5,0
CUST02758,49,Male,108306,Basic,2.28,1,1,1
CUST02759,45,Female,119423,Basic,1.25,3,5,0
CUST02760,30,Female,143076,Basic,0.92,2,4,1
CUST02761,48,Female,23975,Basic,1.43,1,4,0
CUST02762,31,Female,143405,Basic,0.07,0,2,0
CUST02763,37,Female,98455,Premium,1.52,1,5,0
CUST02764,35,Female,95138,Basic,1.53,0,2,0
CUST02765,46,Male,65463,Basic,3.53,0,1,1
CUST02766,23,Female,119596,Basic,1.55,0,5,0
CUST02767,49,Male,62154,Basic,2.25,0,3,1
CUST02768,46,Male,95676,Basic,3.6,1,2,1
CUST02769,60,Female,138343,Basic,0.93,1,4,0
CUST02770,19,Male,106706,Premium,1.38,1,2,1
CUST02771,40,Female,136905,Basic,1.46,1,5,0
CUST02772,36,Male,48830,Basic,0.33,1,2,1
CUST02773,48,Female,130076,Premium,1.74,1,4,0
CUST02774,68,Male,92126,Premium,3.16,1,2,0
CUST02775,22,Male,66745,Standard,2.85,4,2,0
CUST02776,36,Female,50609,Premium,3.18,2,3,0
CUST02777,51,Male,37401,Premium,1.37,2,1,1
CUST02778,27,Male,47729,Basic,0.87,3,4,0
CUST02779,42,Male,123480,Standard,4.26,1,1,1
CUST02780,19,Male,138278,Basic,2.21,2,3,0
CUST02781,28,Male,65167,Standard,0.39,1,5,0
CUST02782,67,Female,114181,Basic,4.56,1,5,0
CUST02783,48,Male,77391,Premium,1.91,3,3,0
CUST02784,32,Male,146543,Premium,-0.95,4,5,1
CUST02785,26,Female,148886,Standard,3.45,1,5,1
CUST02786,40,Female,114583,Basic,-0.31,1,2,0
CUST02787,36,Female,78171,Basic,2.29,2,2,1
CUST02788,26,Male,108096,Premium,2.84,2,2,1
CUST02789,52,Male,26647,Premium,2.68,1,3,0
CUST02790,38,Male,41106,Standard,3.56,0,5,0
CUST02791,26,Male,26015,Premium,3.02,0,1,1
CUST02792,45,Female,41506,Standard,3.86,2,4,0
CUST02793,63,Female,134149,Standard,1.91,1,5,0
CUST02794,68,Male,44067,Standard,1.59,2,3,1
CUST02795,24,Male,148867,Standard,1.65,1,2,0
CUST02796,33,Male,136777,Premium,3.37,5,4,0
CUST02797,33,Male,22056,Standard,1.36,1,4,1
CUST02798,50,Female,117255,Premium,2.85,3,4,0
CUST02799,21,Female,143698,Standard,1.14,1,1,0
CUST02800,21,Male,49328,Premium,1.16,2,2,0
CUST02801,56,Female,97712,Standard,3.18,1,2,1
CUST02802,57,Male,72832,Premium,2.44,5,2,1
CUST02803,34,Male,62771,Basic,-0.16,2,2,1
CUST02804,54,Female,117421,Standard,1.15,2,5,0
CUST02805,56,Male,106805,Standard,-0.57,4,4,1
CUST02806,69,Female,66515,Basic,1.62,1,4,0
CUST02807,46,Male,84538,Basic,1.73,3,4,1
CUST02808,69,Female,88650,Standard,1.53,4,3,1
CUST02809,53,Male,98978,Premium,3.21,1,2,1
CUST02810,55,Female,60151,Standard,2.41,0,5,0
CUST02811,56,Male,21629,Premium,4.47,0,5,0
CUST02812,67,Male,103463,Basic,2.53,1,3,0
